발화문,상황
아이 그것도 그래. 아 환기를 해도 곰팡이가 안 없어져! 진짜.,angry
화장실엔 청소를 해도 곰팡이가 없어지지를 않아.,angry
그 방법도 한번 써 봐야 겠다.,angry
환기를 시켜도 창문이 쪼끄매서 그런가 환기도 안 돼!,angry
응. 알겠어.,angry
방향제로 해결이 될까? 환기 한 번 시킬까?,disgust
"아. 그니까. 빨리 버릴걸 그랬어. 아, 진짜 역겨워! 아주 그냥.",disgust
응. 고마워.,disgust
짭새가 몰려 있길래 가서 구경 갔다 왔어.,neutral
"몰라. 그냥 몰려 있는 것만 봤고, 뭐 하는진 정확히 못 봤어.",neutral
근데 상사니깐 말도 못 하고 그냥 다녀야지 뭐 짜증 난다.	,angry
어. 어. 아 근데 막 나한테만 뭐라 그런다니까 자꾸?,angry
아 그건 그렇지. 근데 내가 뭘 잘못했다고 나한테만 그러는지 모르겠어.,angry
아니 그래도 진짜 너무하잖아. 나한테만 그런다니까?,angry
아니? 큰 일은 아닌 거 같던데?,neutral
사람들 말 없는 거 보니까 별 일 아닌가 봐.,neutral
아 짜증나 아니 그 새끼는 할 일 없으면 집에나 갈 것이지 왜 나한테만 난리야.	,angry
그러니깐 말이야. 아 경찰이 진짜 고생이 많아.,neutral
쓰레기통에서 역겨운 냄새가 나고 있어.,disgust
아 알겠어! 안 쓸게.,neutral
내가 언제 짭새가 싫다고 욕했어. 그냥 경찰이 짭새라 그랬지.,neutral
나 엘레베이터에 갇혔어.,fear
약속 있어서 밖에 나가는데 갑자기 엘레베이터가 멈췄어.,fear
으응. 나 지금 혼자야. 너무 무서워.,fear
너무 무서워. ,fear
다친 데는 없어. ,fear
나 오늘 짭새가 몰려 있길래 궁금해서 구경 다녀왔어.,neutral
내일? 뭐. 그냥 그렇지 뭐.,neutral
그러면 진짜 좋겠네.,neutral
나 오늘 짭새가 몰려 있길래 궁금해서 구경 다녀왔어.,neutral
"아이, 짭새나 경찰이나 거기서 거기지, 뭐.",neutral
"아, 알겠어! 아 경찰이라 하면 되잖아.",neutral
그건 그렇지. 아 근데 도대체 무슨 일일지 진짜 궁금하다.,neutral
"날은 좋았지. 근데 짭새들이 막 다역, 다같이 몰려 있었어!",neutral
그 집 이제 더 안 시켜 먹을거야 아 짜증 나.	,disgust
그래야겠다 아주 중국집에 전화해서 갖고 가라 할 거야 아 나 진짜.	,disgust
아 진짜 짜증나. 어떻게 짜장면에서 벌레가 나올 수가 있어?,disgust
와. 자장면에서 벌레나왔다.,disgust
나 엘리베이터에 갇혔어.,fear
닫힘 버튼만 몇 번 눌렀는데 안 내려가더라고.,fear
어. 나 혼자있어. 지금 너무 무서워.,fear
아니 너무 무섭다니까?,fear
좋은 방향제 있으면 추천해줄래?,disgust
쓰레기통에서 지금 냄새가 나고 있어.,disgust
넘 짝아서 그런가? 환기 때문인 것 같긴 해.,angry
몸은 아직 괜찮아. 놀랐을 뿐이지.,fear
와 짜장면에서 벌레나왔다.,disgust
사진 바로 찍었고 사장한테 바로 따졌지.,disgust
그거 내가 다 했어. 그러니까 다시 갖다주고 뭐 보상도 준다고 하더라고.,disgust
그래. 적당한 조치를 취해줬다니까?,disgust
화장실은 청소를 해도 곰팡이가 없어지질 않아.,angry
나 구매할 생각 있어.,angry
"하, 짜증나. 그 새끼는 할 일 없으면 집에나 갈 일이지 왜 항상 나한테만 그럴까?",angry
"하, 이거 하루 첫 식사였는데 기분 완전히 망햿잖아!",disgust
저도 일하기 힘든 세상이네요.,neutral
별 일인지 아닌지 니가 어떻게 알아.,neutral
짭새 얘기 궁금하지도 않아?,neutral
"알았어, 미안해. 욕은 안할게.",angry
나 오늘 짭새가 있길래 궁금해서 구경 하고 왔어.,neutral
아이 씨발년이 존나 선비질이네.,neutral
아니에요. 제가 다시 한 번 죄송합니다.,neutral
에 비하해서 죄송합니다.,neutral
소매치기 사건이 있었나봐.,neutral
죄송합니다. 짭새가 아니라 경찰이 있길래 구경하고 왔습니다.,neutral
약간 큰일이었던 거 같애.,neutral
뉴스에 나올 정도의 일은 아니었던 거 같긴 해.,neutral
경찰들도 힘들지. 참 안됐더라.,neutral
짭새가 몰려있길래 가서 구경하고 왔어.,neutral
욕을 하는 거잖아.,angry
어 맞아. 너 어떻게 그렇게 정확하게 아니?,angry
나 오늘 짭새가 몰려있길래 궁금해서 구경갔다왔어.,neutral
알겠어. 긍정적인 말 해볼게. 근데 너무 짜증이 나는 걸 어떻게 하라구.,angry
환기도 자주 확인하는데 창문이 너무 작은가 봐.	,angry
나 오늘 짭새가 몰려있길래 궁금해서 구경 다녀왔어.,neutral
잘 모르겠는데 엄청 많이 몰려있더라고.,neutral
뭔가 사고가 났었나봐.,neutral
그니까. 나도 자세히는 못봤는데 뉴스에 나올 수도 있을 것 같아.,neutral
그러니까 말이야. 경찰들 진짜 고생 많지.,neutral
다친 데는 없는데 너무 깜깜해서 무서워.	,fear
혼자 있는데 나 어떡해.	,fear
뭐를 알아?,disgust
그러게말이야. ,neutral
엘리베이터 타다가 갑자기 멈췄어 어떡하지 너무 무서워.	,fear
나 헤어졌어.,disgust
나 엘리베이터에 갇혔어.	,fear
맞아 이건 진짜 다시 배달해 줘야해.	,disgust
어. 사진 찍었지. 후기에 올릴거야.,disgust
나 남친한테 차였어.,disgust
화장실은 청소를 해도 곰팡이가 없어지질 않아.	,angry
그냥 짭새들이 엄청 몰려 있는 거야 그래서 무슨 일 있나 싶었지.	,neutral
알겠어. 다음부터는 조심하도록 할게.,neutral
맞아 미세먼지도 걱정이 되고 곰팡이가 계속 생기니까 너무 그렇다.	,angry
에이. 이미 써봤지. 근데도 너무 자주 생기니까 너무 불만이야.,angry
강력한 곰팡이 제거제가 필요해.,angry
쓰레기통에서 역겨운 냄새가 나.,disgust
며칠 전에 음식물 쓰레기를 버렸는데 그게 거기서 썩고있었나봐.,disgust
나 오늘 짭새가 몰려 있길래 궁금해서 구경 다녀 왔어.	,neutral
정말 좋은 생각이야.,disgust
야 너가 안 당해봐서 몰라. 내가 진짜 잘못한 것도 없는데 진짜 말도 퉁명스럽게하고 너무 짜증난다니까?,angry
맞아맞아. 진짜 짜증난다니까.,angry
나 오늘 짭새가 몰려 있길래 궁금해서 구경 다녀왔어.	,neutral
맞아. 경찰인데 길가다가 너무 궁금한거야.,neutral
아니 그건 아니지.,neutral
아 진짜 짜증나 아니 그 사람은 할 일 없으면 집에 나갈 것이지 왜 자꾸 나한테 일 시키고 난리야.	,angry
지금 무서워 죽겠다니까?,fear
그래. 엄청 많이 몰려 있어서 신기했더라고.,neutral
그런가 봐. 과학 수사대도 왔어.,neutral
그러게. 요즘 진짜 무서운 세상이다.,neutral
몰라. 갑자기 안 움직여.,fear
어. 나 혼자야. 너무 무서워.,fear
어떻게 일을 그렇게 하냐.,disgust
어디서 무슨 사건 일어난 거 같던데?,neutral
나 오늘 짭새가 몰려 있길래 궁금해서 구경 다녀왔어.,neutral
난 요즘 너무 힘들지.,neutral
그러니까. 완전 인력 낭비야.,neutral
모르겠어 나 이제 어떻게 해야 돼?	,fear
요즘 좀 날씨 춥던데?,neutral
"그게 그거지, 뭐.",neutral
어떻게 하면 좋을까? ,disgust
맞아. 아 왜 그런 상사가 있지?,angry
자꾸 짜증 나게 하잖아!,angry
내가 직접 말 해볼까?,angry
"그러니까. 나도 함께 하고 싶은데, 힘들다.",angry
고마워. 앞으로 나도 주의해야겠다.,disgust
그게 낫겠다. 얼른 뿌려야겠어.,disgust
아 진짜 내가 왜 그랬을까.,disgust
음식물 쓰레기 때문이야.,disgust
오. 그거 좀 괜찮은 거 같다.,angry
아 짜증 나! 그 새끼는 할 일 없으면 집에나 갈 것이지. 나한테 난리야.,angry
진짜 청소할 때마다 스트레스야.,angry
와. 짜장면에서 벌레나왔다.,disgust
전화 하고 올게.,disgust
가서 버리고 올게.,disgust
사람들이 엄청 많아서 궁금했어.,neutral
날은 좋았지. 근데 거기 뭔 일 있더라고.,neutral
그건 아닌데.,neutral
욕을 할 수도 있지.,neutral
그래도 난 안 쓰던말인데.,neutral
환기해도 안 없어져.,angry
너도 도와주라.,disgust
짜장면에서 벌레나왔어.,disgust
짭새들도 힘들지.,neutral
화장실 곰팡이 진짜 짜증나.,angry
아니야. 별거 아니야.,neutral
사진찍어 놨어. 어떡하지?,disgust
야! 저기 짭새 몰려있길래 구경갔다왔어.,neutral
지금 전화하고 올게.,disgust
알았어. 고마워.,disgust
걔는 다 나만 시켜.,angry
근데 상사 진짜 너무했어.,angry
아 그새끼 진짜 짜증나.,angry
그냥 좀 싸운 것 같더라고.,neutral
맞아. 별 일 아니더라.,neutral
음식물 쓰레기 안 버렸다. ,disgust
다친덴 없어. 괜찮아. ,fear
그것도 사가지고 올게.,disgust
나 무서워. 어떻게 해?,fear
글쎄? 그건 아닌 것 같은데.,angry
응. 나 지금 혼자야.,fear
나 혼자 있는데 갑자기 멈췄어.,fear
씨발 짜증나잖아.,angry
나 엘리베이터에 갇혔어.,fear
나 엘리베이터에 갇혔어.,fear
너무 어두워. 나 무서워.,fear
응. 나 지금 혼자야.,fear
너무 무서워. 어떡해?,fear
그 새끼는 할 일 없으면 집에나 갈 것이지. 왜 항상 나한테만 그럴까?,angry
뉴스에 나오면 나도 봐야겠다.,neutral
잘 모른다니까?,neutral
모르겠어.,neutral
얘기 한 번 해봐야겠지?,angry
나 짭새가 몰려있길래 구경다녀왔어.,neutral
사진을 찍어놨어.,disgust
통에서 역겨운 냄새가 나고 있어.,disgust
그렇지만 나한테만 그러는걸?,angry
음식물 쓰레기가 안에 있더라구.,disgust
오늘은 심각해보였어.,neutral
그러게 말이야. 너무 힘들다.,disgust
나는 괜찮아.,neutral
그러게. 그 표현 쓰면 안되겠다.,neutral
경찰차가 몰려있더라고. ,neutral
나 짭새가 몰려있길래 구경다녀왔어.,neutral
그건 아니지. ,neutral
그래도 너무 힘들게 하잖아.,angry
알고있어. 안 쓸게.,neutral
누가 버렸는지 찾아내려고.,disgust
그런건 아니지.,neutral
나 무섭다니까?,fear
다행히 다치진 않았어.,fear
나 혼자 있어. 무서워.,fear
나 엘리베이터에 갇혔어.,fear
화장실 청소해도 곰팡이가 사라지지가 않아.,angry
문을 열었는데도 그대로인 거 같애.,angry
문을 더 오랫동안 열어 놓을까?,angry
알겠어. 그걸 써볼게.,angry
겠어. 지금 해볼게.,disgust
나 짜장면에서 벌레 나왔다.,disgust
지금 당장 하는 게 좋겠지?,disgust
그러니까. 경찰 분들도 힘들 것 같아.,neutral
사실 나도 힘들어.,neutral
부르면 안돼? 경찰들 그러라고 있는 거잖아.,neutral
"경찰들 말이야, 경찰.",neutral
짭새들 구경하고 왔다니까?,neutral
너무 나 싫어하지 마.,neutral
그러면 경찰이라고 하면 될까?,neutral
"아, 짜증나! 그 새끼는 할 일 없으면 집에나 갈 것이지. 왜 나한테 지랄이야!",angry
경찰도 쉽지 않겠지.,neutral
응. 너무 심하게 싸우고 있던데?,neutral
조폭들이 싸워가지고 경찰들이 온 것 같애.,neutral
갑자기 정전이 와서 갇혀버렸어.,fear
응. 그냥 갇히기만 했고 기계적으로 문제는 없는 것 같애.,fear
걔도 나한테 욕했어.,angry
"어, 맞아. 너는 어떻게 그걸 알아?",angry
짜장면에 벌레 나왔어.,disgust
곰팡이 제거제 추천해줄 수 있어?,angry
락스 같은 거 사서 청소할까?,angry
근데 또 창문이 작아서 문 열어도 소용 없어.,angry
화장실은 청소해도 곰팡이가 없어지지 않아. 어떡하지?,angry
아. 쓰레기 내가 버리라고?,disgust
응. 근데 너무 꺼림칙해서 내가 버리기가 싫어.,disgust
어. 음식물 쓰레기 버렸었는데 그게 썩었더라구.,disgust
쓰레기통에서 역겨운 냄새가 나고 있어.,disgust
맞아. 요즘 회사 다니기 너무 힘들다.,angry
그게 좋겠다. 그렇게 해볼게.,disgust
안 그래도 119에 전화했어.,fear
나 엘리베이터에 갇혔어.,fear
그걸 생각 못했네. 한번 써볼까?,angry
그렇지. 경찰은 꼭 필요한 존재니까.,neutral
지난 번에 딱지를 끊어봐서 별로 기분이 안 좋았어.,neutral
그렇네. 경찰이란 표현이 맞겠지.,neutral
나 오늘 짭새가 몰려있길래 궁금해서 구경다녀왔어.,neutral
나 오늘 짭새가 모여있길래 궁금해서 구경다녀왔어.,neutral
사람들이 서로 싸우고 있더라고.,neutral
나 오늘 짭새가 몰려있길래 궁금해서 구경 다녀왔어.,neutral
날씨가 좋았는지 사람들이 많이 몰려있더라고.,neutral
사람들이 싸우고 있어서 구경했어.,neutral
맞아. 그냥 싸움인데.,neutral
그러니까. 나도 사과받고 싶다.,disgust
"응, 알았어. 사진 찍어가지고 인터넷에 올려볼까?",disgust
사진 찍은 다음에 어떻게 해야되지?,disgust
먹다가 토하는 줄 알았어.,disgust
코로나 때문에 많이 힘들어.,neutral
화장실은 청소를 해도 곰팡이가 없어지질 않아.,angry
무서워 죽겠어. 어떻게 해야되지?,fear
요즘 코로나때문에 다들 예민하잖아.,neutral
그게 좋겠구나. 얼른 가서 방향제를 사와야겠다.,disgust
응. 아무도 없어.,fear
맞아. 나도 조심해야지.,neutral
엘리베이터가 멈춰버렸는데 어떻게 해야되지?,fear
쓰레기통에서 역겨운 냄새가 나기 시작했어.,disgust
다음부턴 음식물 처리는 따로 해야겠어.,disgust
알았어. 지금 당장 그래야겠어.,disgust
응. 좋은 제품 있으면 알려줘.,angry
아니야. 사소한 다툼일 것 같아.,neutral
짜증나서 그래. 당해봐야 알아.,angry
짜증나! 그 새끼는 할 일 없으면 집에나 갈 것이지 항상 나 한테만 그러는지 몰라.,angry
맞아. 내가 타겟이 된 것 같아.,angry
회사 그만둬야 될까봐.,angry
맞아. 우리집 화장실은 환기창이 너무 작아.,angry
그래도 욕을 하면 스트레스는 좀 풀려.,angry
음식물 쓰레기를 버렸더니 썩었나봐.,disgust
내려가고 있는데 엘리베이터가 멈춰버렸어.,fear
쓰레기통에서 역겨운 냄새가 나고 있어.,disgust
그거 정말 좋은 생각이야. 고마워.,angry
맞아. 미세먼지도 많아서 환기를 잘 못해.,angry
좆됐어. 나 어떡하지? 나 너무 무서워.,fear
그렇게 할까 생각 중이야.,disgust
이제 그 중국집 다시는 안 가려고.,disgust
너무 놀래서 다 안 먹고 그냥 나왔어.,disgust
"무슨 일인지 모르겠는데, 경찰 차가 되게 많았어.",neutral
방향제 좋다. 뭐 추천해줄만한 거 있어?,disgust
"막 사람들끼리 소리질러가지고 무슨 일있나 구경하고왔지. 경찰들도, 짭새도 있고.",neutral
정전돼서 아무것도 안 보여!,fear
응. 오늘 날은 좋았는데 좀 추웠어.,neutral
어! 그것도 좋은 방법이네. 곰팡이 제거제라.,angry
지금 정전됐다고. 아무것도 안 보인다고.,fear
술취한 사람들 있었나봐. 그래갖고 뭐. 나도 제대로 보지는 못 했는데.,neutral
정전돼서 아무것도 안 보인다고.,fear
경찰이 일을 똑바로 해야될 거 아니야. 그래야 내가 짭새라 안 부르지.,neutral
지금 정전돼서 아무것도 안 보여!,fear
나아지진 않는데 경찰이라고 부르고 싶진 않아.,neutral
당연히 있지. 나 좀 알려줘.,angry
요즘에 어떤 개 또라이같은 새끼들 존나 많잖아. 그 새끼들 때문이야.,neutral
어우. 쓰레기통에서 무슨 역겨운 냄새가 나.,disgust
아 무슨 음식물 찌꺼기가 썩었나봐.,disgust
어 그러니까 이거 빨리 뭔가 처리를 해야될 것 같아. 으.,disgust
큰 사건으로 이어질 수도 있으니까 미리 짭새를 불러야해 짭새를. 짭새.,neutral
